id.tender;id.lot;date;id.procurer;id.bidder;cpv;good;procedure;threshold;count;expected.value;round.0;round.3;quantity;measurement
UA-2016-11-04-000278-c;UA-2016-11-04-000278-c-L1;04.11.2016;40384385;2655811674;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;папір копіювальний в аркушах формат А4 (ксероксний);Допорогова закупівля;Допороги;3;5625;4725;4724;75;пачок
UA-2016-11-04-000597-a;UA-2016-11-04-000597-a-L1;04.11.2016;40336970;3217904701;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;3;7500;6640;6475;100;пачок
UA-2016-11-04-000150-b;UA-2016-11-04-000150-b-L1;04.11.2016;4056569;25394112;30192700-8 Канцелярські товари;Папір А-4 - 500 листов в пачці, клас С+ , 80 г/м2;Допорогова закупівля;Допороги;2;17520;14947;14947;200;пачка
UA-2016-11-04-000759-b;UA-2016-11-04-000759-b-L1;04.11.2016;37899757;25394112;30197630-1 Папір для друку;Папір листовий для офісної техніки, формату А4, по 500 аркушів у пачці, клас В+;Допорогова закупівля;Допороги;2;4950;3858;3858;55;пачка
UA-2016-11-07-000281-b;UA-2016-11-07-000281-b-L1;07.11.2016;20098343;23863399;30197630-1 Папір для друку;"Папір А4 для друку (офісний) MaestroStandard.  Кількість аркушів в пачці: 500 аркушів; Bec 1 м2	g/m2	По	ГОСТ13199 (ISO 536)	80	±3.  Толщина	mm/1000	По	ГОСТ 27015 (ISO 534)	106	±4.  ЖесткостьL&WMDmNПоГОСТ ИСО 2493 (ISO 2493)	min 100.  ЖесткостьL&W	CD	mN	По	ГОСТ ИСО 2493 (ISO 2493) min 40.  Шероховатость поверхности по BENDTSENml/minISO 8791-2	220	±70 СІЕ.  Белизна	ISO	11475:2004	146	±3.  Белизна(D65/10°)	%	По	ГОСТ 30113 (ISO 2470-77)	103.5	±1,5.  Непрозрачность	%	По	ГОСТ 8874 (ISO 2471)	min	90.   Показатели качества в соответствии с СТО 00279404-001-2006 Бумага соответствует ГОСТ Р ИСО 9706-2000 требования к долговечности, бумага для архивного хранения. Отбеливание без использования элементарного хлора(ECF). Процессы производства сертифицированы по ISO 9001, 14001 и 18001. Бумага сертифицированаFSC Mixed Credit, SW-COC-001815";Допорогова закупівля;Допороги;3;13400;12804;12588;200;пачок
UA-2016-11-07-000159-b;UA-2016-11-07-000159-b-L1;07.11.2016;1982940;3302719614;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір офісний А-4;Допорогова закупівля;Допороги;3;10200;9399;8787;150;пачка
UA-2016-11-07-000102-b;UA-2016-11-07-000102-b-L1;07.11.2016;1984441;25394112;30197000-6 Дрібне канцелярське приладдя;Папір для друку та ксероксу формату А4;Допорогова закупівля;Допороги;2;12000;10567;10190;170;пачка
UA-2016-11-07-001471-b;UA-2016-11-07-001471-b-L1;07.11.2016;2027931;25394112;30197630-1 Папір для друку;Придбання офісного папіру формату А4;Допорогова закупівля;Допороги;2;4990;4402;4335;70;пачок
UA-2016-11-07-000499-b;UA-2016-11-07-000499-b-L1;07.11.2016;40310895;21337459;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір А4;Допорогова закупівля;Допороги;3;25000;21350;20997;350;пачка
UA-2016-11-07-000108-b;UA-2016-11-07-000108-b-L1;07.11.2016;38057086;25551379;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір А-4;Допорогова закупівля;Допороги;2;5000;4453;4453;70;пачок
UA-2016-11-07-000470-c;UA-2016-11-07-000470-c-L1;07.11.2016;40326412;25394112;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;3;6000;5304;5122;80;пачка
UA-2016-11-07-001109-b;UA-2016-11-07-001109-b-L1;07.11.2016;2144921;30126040;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;2;5000;4198;4122;66;пачок
UA-2016-11-07-000613-b;UA-2016-11-07-000613-b-L1;07.11.2016;8540799;3080812850;30197630-1 Папір для друку;"Папір офісний А4 для оргтехніки ТУ У-21.1-32816241-001:2005, Формат А4 (210*297 мм), щільність 80 г/м.кв, клас паперу ""С"", 500 аркушів в пачці Код ДК 016-2010:17.23.1 Код ДК 021:2015-30197630-1";Допорогова закупівля;Допороги;4;167000;121320;117330;2000;пачка
UA-2016-11-08-000498-b;UA-2016-11-08-000498-b-L1;08.11.2016;3562589;25394112;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;2;3000;2835;2835;45;пачка
UA-2016-11-08-001063-b;UA-2016-11-08-001063-b-L1;08.11.2016;20488417;25394112;30197630-1 Папір для друку;Папір для друку А4;Допорогова закупівля;Допороги;4;20000;17681;17083;285;пачок
UA-2016-11-08-000596-a;UA-2016-11-08-000596-a-L1;08.11.2016;4053536;3217904701;30197630-1 Папір для друку;папір А-4;Допорогова закупівля;Допороги;3;10800;10093;9712;152;пачок
UA-2016-11-08-000636-c;UA-2016-11-08-000636-c-L1;08.11.2016;4051046;25394112;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір формат А4;Допорогова закупівля;Допороги;2;20000;16750;16750;250;пачок
UA-2016-11-08-000287-c;UA-2016-11-08-000287-c-L1;08.11.2016;32503441;31917686;30197630-1 Папір для друку;Папір офісний для друк, формат А-4;Допорогова закупівля;Допороги;4;17000;12864;11904;200;пачок
UA-2016-11-09-000506-c;UA-2016-11-09-000506-c-L1;09.11.2016;14316882;39417349;30197630-1 Папір для друку;Папір офісний А4, 500 арк.;Допорогова закупівля;Допороги;2;8000;7539;7370;125;пачок
UA-2016-11-09-000889-a;UA-2016-11-09-000889-a-L1;09.11.2016;20510200;36415265;30197000-6 Дрібне канцелярське приладдя;папір офісний формату А4 для друку на лазерному принтері та копіювальних апаратах у кількості 100 пачок по 500 арк. у пачці;Допорогова закупівля;Допороги;3;7000;6210;5922;100;пачка
UA-2016-11-09-000729-c;UA-2016-11-09-000729-c-L1;09.11.2016;20508060;25394112;30197630-1 Папір для друку;Папір офісний формату А4 (210мм*297мм), щільність 80г/м2, біла, клас С;Допорогова закупівля;Допороги;2;33404;25128;25128;400;штуки
UA-2016-11-09-001043-b;UA-2016-11-09-001043-b-L1;09.11.2016;2312883;2508309981;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір ксероксний;Допорогова закупівля;Допороги;2;21250;20500;17499;250;штуки
UA-2016-11-10-001030-b;UA-2016-11-10-001030-b-L1;10.11.2016;40352856;23863399;30197630-1 Папір для друку;Папір ксероксний А4 80 г/м2 білий 500 аркушів;Допорогова закупівля;Допороги;3;8900;8505;8367;135;пачок
UA-2016-11-10-001064-b;UA-2016-11-10-001064-b-L1;10.11.2016;37451587;23863399;30199110-4 Копіювальний папір;Папір копіювальний;Допорогова закупівля;Допороги;2;6500;6270;6032;95;штуки
UA-2016-11-10-000797-a;UA-2016-11-10-000797-a-L1;10.11.2016;38510035;23863399;30197000-6 Дрібне канцелярське приладдя;Папір офісний для друку , формат А4, 80 гр/м2., 500 аркушів;Допорогова закупівля;Допороги;2;3461;2881;2881;45;пачка
UA-2016-11-10-000574-a;UA-2016-11-10-000574-a-L1;10.11.2016;22207351;23863399;30197630-1 Папір для друку;папір А4;Допорогова закупівля;Допороги;4;12000;8568;8392;140;пачка
UA-2016-11-11-000021-c;UA-2016-11-11-000021-c-L1;11.11.2016;1998360;25394112;30197630-1 Папір для друку;Папір офісний А-4 предназначений для друку і копіювання на лазерній та струменевій техніці , 500 аркушів в упаковці, щільність 80г/м2, білизна не менше 96%, 210<U+00D7>297мм.;Допорогова закупівля;Допороги;2;3300;3249;3045;50;пачка
UA-2016-11-11-000841-b;UA-2016-11-11-000841-b-L1;11.11.2016;37979905;23863399;30100000-0 Офісні техніка, устаткування та приладдя, крім комп’ютерів, принтерів та меблів;папір офісний формат А4 : В-класу, 210х297 мм, вага 80 ± 4% г/м2, білизна 160 ±3 %, непрозорість <U+2265>90 %, вологість 3.8-4.6%, гладкість 210 ml/min, товщина 108±4µm, об’єм 1.373 см3/г. Доставка товару за рахунок постачальника на адресу: місто Вінниця, вул. Хмельницьке шосе,7, каб. 1301. Оплата здійснюється після доставки товару. До пропозиції додати : сертифікати, установчі документи, проект договору.;Допорогова закупівля;Допороги;3;18000;17269;17269;266;штуки
UA-2016-11-11-001003-c;UA-2016-11-11-001003-c-L1;11.11.2016;2221411;25394112;30197630-1 Папір для друку;Папір формату А4 в пачках по 500 шт.папір;Допорогова закупівля;Допороги;2;5100;4950;4774;75;пачка
UA-2016-11-11-000091-b;UA-2016-11-11-000091-b-L1;11.11.2016;2741440;25551379;30197630-1 Папір для друку;Папір офісний формату А4;Допорогова закупівля;Допороги;2;10000;8375;8124;125;пачок
UA-2016-11-12-000067-a;UA-2016-11-12-000067-a-L1;12.11.2016;2005757;21337459;30197630-1 Папір для друку;Папір офісний А-4;Допорогова закупівля;Допороги;3;3916;3780;3659;60;пачок
UA-2016-11-14-001079-a;UA-2016-11-14-001079-a-L1;14.11.2016;37193349;36057863;30000000-9 Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення;Папір офісний A4 80 г/м2, 500 аркушів;Допорогова закупівля;Допороги;2;6750;6702;6498;100;штуки
UA-2016-11-14-000249-a;UA-2016-11-14-000249-a-L1;14.11.2016;3190751;3313212219;30197630-1 Папір для друку;Папір для друку А-4;Допорогова закупівля;Допороги;2;3150;3011;2799;45;пачок
UA-2016-11-14-000912-a;UA-2016-11-14-000912-a-L1;14.11.2016;4052264;3038810826;30197630-1 Папір для друку;Папір офісний формату А4;Допорогова закупівля;Допороги;3;30000;24264;22800;400;штуки
UA-2016-11-14-000787-b;UA-2016-11-14-000787-b-L1;14.11.2016;3499891;39417349;30197630-1 Папір для друку;Папір офісний формату А4;Допорогова закупівля;Допороги;2;43200;35521;32929;576;штуки
UA-2016-11-14-000459-a;UA-2016-11-14-000459-a-L1;14.11.2016;25976423;25394112;30197630-1 Папір для друку;папір ксероксний;Допорогова закупівля;Допороги;2;169730;148896;148896;2200;пачка
UA-2016-11-15-000381-a;UA-2016-11-15-000381-a-L1;15.11.2016;9302607;25394112;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;2;184000;172517;166913;2830;пачка
UA-2016-11-15-001330-b;UA-2016-11-15-001330-b-L1;15.11.2016;21726913;25394112;30197630-1 Папір для друку;"Папір А-4: В-класу з технічними параметрами :  500х1 аркушів; 210*297мм, вага: 80±4% г/м2,білизна : 160± 3%, непрозорість:<U+2265>92%, вологість: 3,8-4,6 %, гладкість 220 ml/min, товщина 108± 4µm, обєм 1.373 см/г, 9 ящиків";Допорогова закупівля;Допороги;2;3149;3125;3008;47;пачка
UA-2016-11-15-001357-a;UA-2016-11-15-001357-a-L1;15.11.2016;9336500;25394112;30197630-1 Папір для друку;"Папір А4, 500 аркушів (клас ""С"")";Допорогова закупівля;Допороги;2;60000;52272;51638;880;штуки
UA-2016-11-15-000870-b;UA-2016-11-15-000870-b-L1;15.11.2016;25825434;25394112;30197630-1 Папір для друку;Папір для друку (А4), ДК 016:2010: 17.12.7 – Папір і картон оброблені. Код CPV: 30197630-1 – Папір для друку;Допорогова закупівля;Допороги;2;15000;12600;11999;200;пачка
UA-2016-11-15-000489-a;UA-2016-11-15-000489-a-L1;15.11.2016;3195429;25394112;30197630-1 Папір для друку;папір офісний А4;Допорогова закупівля;Допороги;2;4800;4500;3750;50;пачка
UA-2016-11-16-001304-b;UA-2016-11-16-001304-b-L1;16.11.2016;40108833;25394112;30197000-6 Дрібне канцелярське приладдя;Папір для друку та копіювання А4;Допорогова закупівля;Допороги;3;199000;175527;174532;2970;пачок
UA-2016-11-16-001471-a;UA-2016-11-16-001471-a-L1;16.11.2016;21782461;25394112;30197600-2 Оброблені папір і картон;Папір офісний А4;Допорогова закупівля;Допороги;2;10000;9391;8534;140;пачка
UA-2016-11-16-000340-a;UA-2016-11-16-000340-a-L1;16.11.2016;4051106;25394112;30100000-0 Офісні техніка, устаткування та приладдя, крім комп’ютерів, принтерів та меблів;Папір офісний формату А4, щільність 80г/м.кв., 500 арк./пач. , клас В,С;Допорогова закупівля;Допороги;2;11250;10034;9120;150;пачок
UA-2016-11-16-000406-c;UA-2016-11-16-000406-c-L1;16.11.2016;991384;25394112;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;2;9120;6861;6861;114;пачок
UA-2016-11-17-000585-a;UA-2016-11-17-000585-a-L1;17.11.2016;40381452;30198424;30197000-6 Дрібне канцелярське приладдя;17.12.7 Папір і картон оброблені: (30197000-6 Дрібне канцелярське приладдя Дрібне канцелярське приладдя) (папір офісний А4);Допорогова закупівля;Допороги;3;51544;47992;46176;800;пачок
UA-2016-11-17-000626-c;UA-2016-11-17-000626-c-L1;17.11.2016;2771546;25551379;30197630-1 Папір для друку;Папір А-4;Допорогова закупівля;Допороги;2;23741;22610;22610;340;пачка
UA-2016-11-17-000384-a;UA-2016-11-17-000384-a-L1;17.11.2016;25313770;25394112;30197630-1 Папір для друку;папір А4;Допорогова закупівля;Допороги;2;3375;2925;2745;45;пачок
UA-2016-11-17-000740-c;UA-2016-11-17-000740-c-L1;17.11.2016;3871971;23863399;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;3;20000;15345;15205;250;пачка
UA-2016-11-17-000616-a;UA-2016-11-17-000616-a-L1;17.11.2016;40346926;22047108;30197630-1 Папір для друку;Папір офісний для друку формату А-4 Maestro standard 80 г/м2;Допорогова закупівля;Допороги;2;24000;18780;18780;300;пачка
UA-2016-11-18-000462-a;UA-2016-11-18-000462-a-L1;18.11.2016;26510514;25394112;30197000-6 Дрібне канцелярське приладдя;Папір офісний формату А4;Допорогова закупівля;Допороги;3;60000;53987;51584;890;пачка
UA-2016-11-18-000075-a;UA-2016-11-18-000075-a-L1;18.11.2016;1985400;25394112;30197000-6 Дрібне канцелярське приладдя;Папір для офісної техніки ф. А4;Допорогова закупівля;Допороги;2;9996;8838;8838;147;пачка
UA-2016-11-18-001240-a;UA-2016-11-18-001240-a-L1;18.11.2016;2315877;23631826;30197630-1 Папір для друку;папір офісний (формат А-4);Допорогова закупівля;Допороги;3;14000;12396;11800;200;пачка
UA-2016-11-18-000333-a;UA-2016-11-18-000333-a-L1;18.11.2016;2147569;23863399;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір офісний білий призначений для друку та копіювання на лазерній техніці;Допорогова закупівля;Допороги;3;7000;6300;5916;100;пачок
UA-2016-11-18-000506-b;UA-2016-11-18-000506-b-L1;18.11.2016;2141294;25394112;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір офісний А-4 для потреб навчальних закладів, підпорядкованих відділу освіти Бершадської Райдержадміністрації Вінницької області.;Допорогова закупівля;Допороги;2;35000;31020;30480;500;пачок
UA-2016-11-18-000678-a;UA-2016-11-18-000678-a-L1;18.11.2016;25095740;25394112;30197630-1 Папір для друку;Папір CRYSTAL PRO, A4, 80г/m2, 500л;Допорогова закупівля;Допороги;2;6075;5987;5987;85;пачок
UA-2016-11-18-000148-b;UA-2016-11-18-000148-b-L1;18.11.2016;20139094;25551379;30199110-4 Копіювальний папір;офісний папір А4 COPY PAPER;Допорогова закупівля;Допороги;3;5250;4655;4299;70;штуки
UA-2016-11-18-000052-c;UA-2016-11-18-000052-c-L1;18.11.2016;37498578;23863399;30197630-1 Папір для друку;"Канцелярські товари (папір). 
папір для офісної техніки:
для лазерних принтерів, копіювальних апаратів
А4, 80 г/м2, 500 листів, клас В – 41 шт.
Місце поставки проспект Л. Курбаса, 10-Є, м. Київ.";Допорогова закупівля;Допороги;3;3213;2706;2605;41;штуки
UA-2016-11-18-000459-a;UA-2016-11-18-000459-a-L1;18.11.2016;26304855;25394112;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір А-4 (210 х297), білого кольору, щільність  - 80 г/м2, білизна  по CIE  - не менше 150%, товщина – не менше  105 мкм, непрозорість – не менше  - 92 %, яскравість  - не менше 101%, 500 аркушів у пачці.;Допорогова закупівля;Допороги;3;199999;156450;144999;2500;пачок
UA-2016-11-18-000210-a;UA-2016-11-18-000210-a-L1;18.11.2016;39772960;23863399;30197600-2 Оброблені папір і картон;Папір офісний А4;Допорогова закупівля;Допороги;3;3000;2251;2100;35;штуки
UA-2016-11-18-000937-a;UA-2016-11-18-000937-a-L1;18.11.2016;23178918;25394112;30197630-1 Папір для друку;папір А-4 кристал;Допорогова закупівля;Допороги;3;7417;5365;5365;85;пачка
UA-2016-11-18-000440-a;UA-2016-11-18-000440-a-L1;18.11.2016;1984820;25394112;30197630-1 Папір для друку;Папір офісний А4 80г/м2;Допорогова закупівля;Допороги;3;3000;1829;1788;30;пачка
UA-2016-11-21-000497-a;UA-2016-11-21-000497-a-L1;21.11.2016;26213408;25394112;30197630-1 Папір для друку;Папір і картон оброблені (Папір для друку, А4);Допорогова закупівля;Допороги;2;199999;181069;180038;3070;пачок
UA-2016-11-21-001489-a;UA-2016-11-21-001489-a-L1;21.11.2016;40108981;25394112;22990000-6 Газетний папір, папір ручного виготовлення та інший некрейдований папір або картон для графічних цілей;Папір офісний формату А4;Допорогова закупівля;Допороги;3;199000;179820;171360;3000;пачка
UA-2016-11-21-000618-a;UA-2016-11-21-000618-a-L1;21.11.2016;4051230;25394112;30197600-2 Оброблені папір і картон;папір А-4;Допорогова закупівля;Допороги;2;21000;18825;18090;300;пачок
UA-2016-11-21-000918-a;UA-2016-11-21-000918-a-L1;21.11.2016;4052407;25394112;30197630-1 Папір для друку;Папір офісний А4;Допорогова закупівля;Допороги;2;5600;4886;4886;80;пачка
UA-2016-11-21-000695-b;UA-2016-11-21-000695-b-L1;21.11.2016;5493272;25394112;30197630-1 Папір для друку;Папір офісний формату А-4;Допорогова закупівля;Допороги;2;7500;6726;6726;100;пачка
UA-2016-11-21-000146-a;UA-2016-11-21-000146-a-L2;21.11.2016;39759431;22360472;30197630-1 Папір для друку;Папір офісний А-4, 500 аркушів, 80 г/м2, клас С;Допорогова закупівля;Допороги;3;3000;2077;1987;33;штуки
UA-2016-11-22-001260-a;UA-2016-11-22-001260-a-L1;22.11.2016;38339747;3302719614;30197630-1 Папір для друку;"папір формат -А-4; щільність -80 г/м. кв; в вартість товару повинні бути включені всі витрати на завантаження, розвантаження, постачання та доставку";Допорогова закупівля;Допороги;2;3050;3025;2950;50;пачок
UA-2016-11-22-001628-a;UA-2016-11-22-001628-a-L1;22.11.2016;1985162;39417349;22990000-6 Газетний папір, папір ручного виготовлення та інший некрейдований папір або картон для графічних цілей;Папір А-4 -50уп.;Допорогова закупівля;Допороги;3;3500;3009;2902;50;упаковка
UA-2016-11-22-000711-c;UA-2016-11-22-000711-c-L1;22.11.2016;2226049;25394112;30197642-8 Папір для фотокопіювання та ксерографії;Папір А4 80г/м2;Допорогова закупівля;Допороги;2;7000;6012;6012;100;пачок
UA-2016-11-22-001269-a;UA-2016-11-22-001269-a-L1;22.11.2016;5484215;25394112;22000000-0 Друкована та супутня продукція;папір ксероксний А-4;Допорогова закупівля;Допороги;2;3010;2877;2600;43;пачка
UA-2016-11-22-000324-a;UA-2016-11-22-000324-a-L1;22.11.2016;37899708;25394112;30197630-1 Папір для друку;Папір А-4.;Допорогова закупівля;Допороги;3;4995;4204;4179;70;пачка
UA-2016-11-22-000500-b;UA-2016-11-22-000500-b-L1;22.11.2016;1986233;3054208417;30197630-1 Папір для друку;Папір для друку (офісний) формату А4 80г/м;Допорогова закупівля;Допороги;2;3200;2465;2290;40;пачка
UA-2016-11-22-000350-a;UA-2016-11-22-000350-a-L1;22.11.2016;40108866;30198424;30197630-1 Папір для друку;Папір офісний формату А4;Допорогова закупівля;Допороги;3;199999;143371;138088;2380;пачка
UA-2016-11-23-000516-c;UA-2016-11-23-000516-c-L1;23.11.2016;37401206;25394112;30197000-6 Дрібне канцелярське приладдя;Папір офісний формату А4;Допорогова закупівля;Допороги;2;25900;24991;24991;404;пачка
UA-2016-11-23-000362-a;UA-2016-11-23-000362-a-L1;23.11.2016;39761545;3302719614;22000000-0 Друкована та супутня продукція;папір офісний Zoom  А4, щільність -80 г/м. кв, білий, вищої якості, у вартість товару повинні бути включені всі витрати на завантаження, розвантаження, постачання та доставку;Допорогова закупівля;Допороги;3;4000;3788;3500;60;пачка
UA-2016-11-23-000710-a;UA-2016-11-23-000710-a-L1;23.11.2016;1998495;25394112;30197000-6 Дрібне канцелярське приладдя;Папір А4;Допорогова закупівля;Допороги;3;20000;17658;17043;286;упаковка
UA-2016-11-23-000614-b;UA-2016-11-23-000614-b-L1;23.11.2016;38039715;25394112;30197630-1 Папір для друку;папір 500хА4  210х297мм. (щільність 80 g/m2);Допорогова закупівля;Допороги;3;7400;6348;5850;100;пачок
UA-2016-11-23-000991-a;UA-2016-11-23-000991-a-L1;23.11.2016;33945469;23863399;30197630-1 Папір для друку;Папір для друку Формату А4;Допорогова закупівля;Допороги;3;49375;39788;36825;625;пачка
UA-2016-11-23-001646-a;UA-2016-11-23-001646-a-L1;23.11.2016;37479398;25394112;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір А4.;Допорогова закупівля;Допороги;2;199900;149250;149250;2500;пачка
UA-2016-11-23-000407-b;UA-2016-11-23-000407-b-L1;23.11.2016;3192017;25551379;30197630-1 Папір для друку;офісна бумага для чорно-білої лазерного друку та копіювання А4, 80 г/м2., клас С + формат;Допорогова закупівля;Допороги;2;4000;3308;3308;49;пачок
UA-2016-11-23-001717-a;UA-2016-11-23-001717-a-L1;23.11.2016;30687118;23863399;30197630-1 Папір для друку;Папір для офісу А-4;Допорогова закупівля;Допороги;2;6212;4670;4670;70;пачка
UA-2016-11-23-000259-c;UA-2016-11-23-000259-c-L1;23.11.2016;38731918;36415265;30197600-2 Оброблені папір і картон;Папір А-4 по 500 аркушів, біла 80г/м2;Допорогова закупівля;Допороги;2;30000;19853;18854;320;штуки
UA-2016-11-23-001180-a;UA-2016-11-23-001180-a-L1;23.11.2016;38502312;25551379;30197630-1 Папір для друку;Папір ксероксний А4 для централізованої бухгалтерії;Допорогова закупівля;Допороги;3;10000;5996;5995;100;пачок
UA-2016-11-24-000131-a;UA-2016-11-24-000131-a-L1;24.11.2016;2549121;32481905;30197630-1 Папір для друку;Папір офісний формату А4;Допорогова закупівля;Допороги;4;10000;9297;8850;150;пачка
UA-2016-11-24-000932-b;UA-2016-11-24-000932-b-L1;24.11.2016;8160677;25394112;30197000-6 Дрібне канцелярське приладдя;Папір офісний А-4 500 арк., 80 г/м2 Maestro;Допорогова закупівля;Допороги;2;30000;27503;27026;430;пачка
UA-2016-11-24-001431-c;UA-2016-11-24-001431-c-L1;24.11.2016;3191928;37489783;30197630-1 Папір для друку;Папір офісний формату А4;Допорогова закупівля;Допороги;5;11760;9576;9576;168;пачок
UA-2016-11-24-000274-a;UA-2016-11-24-000274-a-L1;24.11.2016;2214415;25394112;30000000-9 Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення;Папір офісний формату А4;Допорогова закупівля;Допороги;3;10500;9615;9113;150;пачка
UA-2016-11-24-000523-c;UA-2016-11-24-000523-c-L1;24.11.2016;21112588;23293849;30199110-4 Копіювальний папір;Папір ксероксний, офісний, білий А-4, щільність (80г/м), у пачці 500 аркушів.;Допорогова закупівля;Допороги;3;8850;7930;7930;122;пачка
UA-2016-11-24-000865-a;UA-2016-11-24-000865-a-L1;24.11.2016;39790796;25394112;30197600-2 Оброблені папір і картон;папір офісний А4  80г/м2     500 листів у пачці;Допорогова закупівля;Допороги;2;4000;3752;3752;55;пачок
UA-2016-11-24-001314-c;UA-2016-11-24-001314-c-L1;24.11.2016;37470070;23863399;30197630-1 Папір для друку;Папір офісний А-4 500 арк., 80 г/м2 Maestro Special , виробництво Mondi SCP a.s.;Допорогова закупівля;Допороги;2;4500;3989;3849;60;пачок
UA-2016-11-24-000632-c;UA-2016-11-24-000632-c-L1;24.11.2016;37448129;25394112;30197630-1 Папір для друку;Папір офісний А4. Формат – А4, щільність – 80г/м, білизна CIE – 143-150, клас – С.;Допорогова закупівля;Допороги;2;20000;15060;14640;250;пачка
UA-2016-11-24-000666-c;UA-2016-11-24-000666-c-L1;24.11.2016;3874432;25394112;30197000-6 Дрібне канцелярське приладдя;Папір білий «Maestro Standart» (або еквівалент, який повністю відповідає усім зазначеним параметрам),  А4, 500 аркушів;Допорогова закупівля;Допороги;4;8000;6018;6018;100;пачок
UA-2016-11-24-000749-c;UA-2016-11-24-000749-c-L1;24.11.2016;34334305;25394112;30197644-2 Папір для ксерографії;Папір - А4;Допорогова закупівля;Допороги;6;50000;38133;38133;625;пачка
UA-2016-11-25-000812-b;UA-2016-11-25-000812-b-L1;25.11.2016;40005580;25551379;30197630-1 Папір для друку;Папір для принтера/копіра, формату А4;Допорогова закупівля;Допороги;2;20000;19573;19242;318;пачка
UA-2016-11-25-000389-b;UA-2016-11-25-000389-b-L1;25.11.2016;4051129;3313212219;22000000-0 Друкована та супутня продукція;Папір А-4 80г/м2, білизна 92%/ СІЕ150%,категорія якості С у пачці 500 аркушів;Допорогова закупівля;Допороги;2;9750;8371;7929;130;пачок
UA-2016-11-25-000980-a;UA-2016-11-25-000980-a-L1;25.11.2016;21708016;25394112;30197000-6 Дрібне канцелярське приладдя;Папір офісний для друку, формату А4 класу В;Відкриті торги;Надпороги;2;320000;240240;240240;4000;пачка
UA-2016-11-25-000861-a;UA-2016-11-25-000861-a-L1;25.11.2016;40310334;25394112;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;папір формат А-4;Допорогова закупівля;Допороги;2;16000;12400;12180;200;штуки
UA-2016-11-28-000745-a;UA-2016-11-28-000745-a-L1;28.11.2016;40112249;3207306209;30197630-1 Папір для друку;папір А-4 офісний для писання, друкування чи іншої графічної приналежності 80г/кв.м., 500 арк.;Допорогова закупівля;Допороги;3;44682;44269;43445;710;пачка
UA-2016-11-28-000357-a;UA-2016-11-28-000357-a-L1;28.11.2016;2766367;25394112;30199110-4 Копіювальний папір;Папір ксероксний А-4, 80 г/м<U+00B2>, клас С;Допорогова закупівля;Допороги;2;25500;21546;20643;350;пачка
UA-2016-11-28-000800-c;UA-2016-11-28-000800-c-L1;28.11.2016;1981655;23863399;30197000-6 Дрібне канцелярське приладдя;А-4, 500 аркушів, щільність -80г/м2- 50 пач. Доставка за адресою м. Київ, вул. Ентузіастів, 49;Допорогова закупівля;Допороги;3;4000;3189;3089;50;пачка
UA-2016-11-28-000194-c;UA-2016-11-28-000194-c-L1;28.11.2016;3450778;25394112;30197630-1 Папір для друку;"Папір офісний формату А4 (210<U+00D7>297 мм) з наступними технічними параметрами: Щільність, г/м2 – 80; Товщина, мк – не менше 112; Клас паперу – А; Білизна, CIE – не менше 167; Білизна, % - не менше 98; Гладкість, мл/хв. – не менше 140; Непрозорість, % – не менше 93; в пачці 500 аркушів; в коробці 5 пачок.";Допорогова закупівля;Допороги;2;16000;13752;13432;200;пачка
UA-2016-11-28-000541-a;UA-2016-11-28-000541-a-L1;28.11.2016;39757607;3101808282;30197630-1 Папір для друку;папір офісний для друку А4;Допорогова закупівля;Допороги;3;10500;10270;8040;130;пачок
UA-2016-11-29-001198-a;UA-2016-11-29-001198-a-L1;29.11.2016;20129948;25551379;30197630-1 Папір для друку;Папір офісний А4, 80мг/м2, 500 аркушів у пачці, білий, показник білизни 98%;Допорогова закупівля;Допороги;3;3500;3100;2950;50;штуки
UA-2016-11-29-000392-b;UA-2016-11-29-000392-b-L1;29.11.2016;1981498;23631826;30197630-1 Папір для друку;Папір офісний білий 500 аркушів А4, масса 80 g/m2, 210*297;Допорогова закупівля;Допороги;4;3750;3000;3000;50;пачок
